# 2023/12/04 - 15:38 | PDB: 48.23 | UniProt: 2024.01
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
4fc6	A	Q9NUI1	8066920	8066919
4avy	A	Q9HWT0	8066936	8066935
4gh5	A	A7IQH5	8066938	8066937
5o3z	B	D4I194	8066942	8066941
4iiu	A	A0A0H2V833	8066956	8066955
4e4y	A	Q5NG43	8066972	8066971
2wdz	A	C0KTJ6	8066978	8066977
4fgs	A	Q2KC28	8066980	8066979
4one	A	A0A8D9TF60	8067002	8067001
2f2e	A	Q9I3B4	8057689	8003396
1r1t	A	P30340	8057960	8057959
2d1h	A	F9VNN8	8058018	8058017
2ev6	A	P54512	8058120	8058119
6cmv	A	Q4J9G1	8061250	8061249
2a3s	A	P42128	8062685	8062684
6jmi	A	P9WMI7	8067774	8067773
5t0h	X	O00231	8067905	8067904
4mhg	A	P97360	8068270	8068269
2jt1	A	Q04822	8082655	8082654
5xxu	T	A0A125YMR9	8089326	8089325
5doo	A	Q68XQ5	8090242	8090238
5dnk	B	O05979	8090245	8090240
3lmm	A	Q6NEG3	8091024	8091023
3j8c	E	P60228	8091486	8091485
2z99	A	O33209	8091704	8087293
3ke2	C	A1S9Q7	8092028	8045764
5a5t	C	G1U971	8093052	8093048
3lst	A	Q8KNE5	8093276	8087302
6rxx	Cr	G0SFK8	8095685	8095684
6az1	a	E9BHM6	8097702	8097701
7k5y	U	P10412	8102134	8102133
7osm	eS19	A0A6L1BWT3	8105652	8105651
7r81	U2	Q7SBD8	8105912	8105911
7r81	a2	Q7SC06	8105914	8105913
2ef1	A	P28907	8033922	8021542
4mcj	C	A6L9R1	8052029	8044703
1rp3	A	O67268	8040791	8028412
1z45	A	P04397	8001530	8001529
1k1x	A	O32462	8032320	8019940
1txk	A	P33136	8040516	8028137
1ulv	A	Q9LBQ9	8041883	8029504
1hn0	A	P59807	8044531	8032153
4xpq	A	A0A0F7R6D6	8090434	8090433
3m46	A	A5ZY13	8090462	8090461
2gqf	A	P44941	8056143	8056140
1t2y	A	P02807	8042380	8030001
1re3	B	P02675	8038835	8026456
1m1j	B	Q02020	8041532	8029153
2abw	B	Q8IIK4	8036862	8024483
2nv0	A	P37528	8043266	8030887
1c30	B	P0A6F1	8044144	8031766
7aob	D	E6SLT2	8101411	8101410
7rm9	A	P40925	8106242	8106241
1moq	A	P17169	8032993	8020613
1x9i	A	Q8ZWV0	8043798	8031420
1c7q	A	P13376	8052797	8020617
2xhz	D	P45395	8063710	8063709
4v6u	AB	Q8U0F0	8063808	8063807
4v8m	AC	Q383I8	8063812	8063811
5aj3	B	F1S001	8063848	8063847
5by2	A	Q47VU0	8088708	8088707
2i22	A	P63224	8088716	8088715
7nhk	c	A0A1B4XQD8	8103042	8103041
7rr5	SA	A0A6L0ZRP4	8105636	8105635
7old	SA	G0RYF9	8106164	8106163
7qgu	g	A0A063XFB4	8106754	8106753
7ug7	SB	J7QM75	8107572	8107571
7qix	E	A0A3Q7H1U4	8107750	8107749
5yu0	A	D9UBW0	8063738	8063737
2i99	A	Q14894	8101601	8101600
2jr5	A	Q9KPA2	8086695	8086694
4nre	A	O15296	8098116	8098115
3rde	D	P16469	8098526	8098525
3d3l	A	P18054	8098548	8098547
3wxx	B	Q6TLM0	8102960	8046619
1lc0	A	P46844	8000942	8000941
1ebf	A	P31116	8000948	8000947
2czc	A	O59494	8056112	8056111
1cf2	O	P10618	8056122	8056121
1i32	A	Q27890	8056128	8056127
1tlt	A	P75931	8056147	8056146
1p1j	A	P11986	8058136	8058135
1vm6	A	Q9X1K8	8058140	8058139
3pym	B	P00359	8068873	8068872
3hq4	O	Q6GIL8	8068907	8068906
5v8x	A	Q9ALW2	8068913	8068912
3ijp	B	Q6G2G3	8071796	8071795
4lrt	B	D1A3K7	8085565	8085564
4oo3	A	A7ABT3	8091393	8045673
6px2	H	A0A3F2YLZ0	8093988	8093987
5o0v	A	P0A9B4	8098382	8098381
5jw6	B	Q4WWR8	8099520	8099519
3c8m	A	Q97BR6	8100412	8100411
6lgk	B	P16858	8102136	8102135
7e6h	A	P48828	8102883	8102882
2jtt	C	Q9CXW3	8102962	8046633
1li4	A	P23526	8000995	8000994
2dld	A	P30901	8078017	8078016
5tx7	A	Q72C72	8079252	8079251
3wr5	A	Q76EB7	8080183	8080182
4npc	A	B0CIA7	8068103	8068102
3v2h	A	O86034	8068127	8068126
3lf2	C	Q9HYA2	8068133	8068132
3wtb	A	Q5FTJ3	8068145	8068144
2jah	A	Q9LCV7	8073575	8073574
4fd3	A	P35731	8073587	8073586
3ehe	A	O29886	8073952	8073951
3gem	A	Q48MN0	8076095	8076094
5u4s	B	B4EFS5	8076097	8076096
5l4s	A	Q6WAU1	8077785	8077784
3slg	F	Q3JRK4	8079437	8079436
4ige	A	C6KSZ2	8083274	8083273
3u9l	A	Q92W71	8086154	8086153
5y1d	A	D6PBM7	8087301	8087300
3i52	A	Q4W2K4	8088953	8088952
6a41	A	A0A5H1ZR29	8094227	8094226
6ahe	D	D0CAD5	8094683	8094682
6ow4	F	A7A7R9	8097148	8097147
6uh2	B	Q04TM7	8099100	8099099
4nbr	A	Q577I6	8099552	8099551
2x86	T	P67911	8101567	8101566
6kwt	A	Q5ABT9	8101633	8101632
6t6n	H	W8VGR4	8101779	8101778
7cs6	F	I6LRS1	8103338	8103337
7kxa	A	X7XQY2	8103546	8103545
6yur	D	Q2FZQ3	8104313	8104312
7wkq	D	A0A2G4FD71	8106503	8106502
7dn1	B	D5G304	8107234	8107233
8ctr	D	C9K1F1	8107778	8107777
1duv	G	P04391	8032936	8020556
1ml4	A	P77918	8043653	8031275
4pky	C	Q9JJ11	8102943	8046656
1vag	A	P29476	8041238	8028859
1h2b	A	Q9Y9P9	8057535	8057533
1tt7	A	O07615	8057549	8057547
1kev	A	P25984	8057642	8057640
1kol	A	P46154	8057653	8057651
1i10	A	P00338	8057306	8057305
1i0z	A	P07195	8057308	8057307
1pzg	A	P90613	8057312	8057311
1hye	A	Q60176	8057328	8057327
4q3n	A	A0A0B5KUB4	8059702	8059701
5es3	A	P04642	8059704	8059703
5k0z	A	P00337	8059710	8059709
2v6b	A	P50933	8059712	8059711
1sow	A	Q27797	8059736	8059735
3p7m	A	Q8G942	8059742	8059741
5hru	A	Q4PRK9	8059754	8059753
5nue	A	P93819	8076630	8076629
6itl	A	Q65T37	8094675	8094674
6k13	A	I7J7V6	8094707	8094706
6ct6	B	U6M598	8095043	8095042
1pj5	A	Q9AGP8	8017496	8001437
2z3y	A	O60341	8017500	8001442
1kif	A	P00371	8056824	8056823
1v0j	A	P9WIQ1	8080626	8080625
4mig	B	Q6QWR1	8087276	8087275
3awi	E	P77182	8090685	8090684
2qcu	A	P13035	8091741	8091740
4r7q	A	Q9KM24	8103592	8047081
4ckc	A	P04298	8090048	8045302
1g5h	D	Q9QZM2	8032590	8020210
1nj1	A	1NJ1_A	8033353	8020973
2ddz	A	O57962	8033755	8021375
1j5w	A	Q9WY59	8039866	8027487
3a5z	C	P0A8N7	8098374	8098373
3g1z	A	Q9ZJ12	8100768	8100767
2b7m	A	P19658	8037698	8025319
4a64	C	Q13620	8084780	8084779
1ecf	A	P0AG16	8032223	8019843
1bd3	A	Q26998	8032247	8019867
1dkr	B	P14193	8032253	8019871
1mzv	A	O77103	8036562	8024183
2c4k	A	Q14558	8039325	8026946
3kb8	B	B9ZW32	8064566	8064565
6aqo	A	Q38CA1	8081871	8081870
3dmp	A	Q63VS8	8083047	8083046
1e5x	A	Q9S7B5	8032594	8020214
1tdj	A	P04968	8032998	8020618
1f2d	A	Q7M523	8032999	8020619
1y7l	A	P45040	8034161	8021781
1v7c	A	P83823	8035547	8023167
3hmk	B	Q76EQ0	8066147	8066146
5xa2	A	D5STP0	8074187	8074186
2pqm	B	O15570	8074201	8074200
3x43	C	D2Z027	8074217	8074216
5b1h	A	F9UT54	8074223	8074222
6c4p	A	P32582	8074227	8074226
6hul	B	P50383	8098720	8098719
2q1m	A	Q9UNG2	8036198	8023818
1aly	A	P29965	8041217	8028838
4tsv	A	P01375	8041219	8028840
2tnf	A	P06804	8041233	8028854
5kwr	A	P63182	8070852	8070851
5uog	D	Q92LZ4	8080419	8080418
6ih6	D	G4XDR8	8097850	8097849
7jp2	A	O83080	8098234	8098233
7arz	A	A9SQZ2	8105686	8105685
1nzi	A	P09871	8033760	8021380
1spp	A	P35495	8041252	8028873
2do8	A	Q7VKS7	8039850	8027471
2yfq	B	P28997	8067023	8067022
1jfl	A	O58403	8039893	8027514
2oy9	A	Q9K9K7	8035237	8022857
1lj8	A	O08355	8001119	8001118
1np3	A	Q9HVA2	8001124	8001123
1qmg	A	Q01292	8017592	8001130
2pv7	B	P43902	8058544	8058543
2yjz	A	Q4V8K1	8063876	8063875
7kh7	B	Q2FWK4	8103839	8103838
7crv	B	D9I2F9	8102982	8102981
2csu	A	O58493	8017562	8001215
1xdi	A	P9WHH7	8044624	8044623
1aog	A	P28593	8056217	8056216
1v59	A	P09624	8056237	8056236
1ojt	A	Q51225	8057744	8057743
1fl2	A	P35340	8057768	8057767
4y4m	C	Q58018	8085330	8085329
1qme	A	P14677	8037247	8024868
1qam	A	P13956	8090704	8090703
3uzu	A	Q63X76	8090708	8090707
6ifw	A	P37468	8090714	8090713
6vz3	X	A0A4P8BX31	8096840	8096839
5jbh	O	Q8U0E2	8100260	8100259
5t2a	AM	E9BTF9	8101421	8101420
7pal	L	Q50297	8107648	8107647
5tos	A	O48814	8080467	8080466
6gro	A	Q9Y6M4	8080845	8080844
6gzd	A	P48729	8080853	8080852
3eb0	C	A3FQN0	8081372	8081371
4red	A	Q13131	8081561	8081560
6cth	A	A0A061FLD4	8082080	8082079
4o1p	A	A5H025	8089755	8089754
6vbz	A	D3ZKP6	8097590	8097589
6tua	A	P34925	8098638	8098637
4ixp	A	Q14680	8099168	8099167
4wsq	A	Q2M2I8	8099298	8099297
2jii	B	Q8IV63	8100162	8100161
5otf	A	Q9Y5S2	8101759	8101758
7kue	A	P06242	8103118	8103117
7quf	A	Q9UEE5	8106641	8106640
1nb9	A	Q969G6	8033193	8020813
1x1i	A	Q9AQS0	8033533	8021153
1rwh	A	P84141	8041041	8028662
1x3h	A	O60711	8033581	8021201
1x6a	A	P53671	8033634	8021254
2gvi	A	Q9HJ63	8034131	8021751
2nll	B	P10828	8039036	8026657
1rgd	A	P06536	8039047	8026668
2cuq	A	Q13643	8039314	8026935
2cuq	A	Q13643	8039316	8026937
1pzw	A	Q9U405	8039476	8027097
2dj7	A	O94929	8039796	8027417
1r0o	A	P20153	8040156	8027777
1tjl	A	P0ABS1	8040230	8027851
4uer	N	A0A0J9X216	8052591	8047585
4v6w	Ad	Q9VH69	8052593	8047587
4v6w	AV	O76927	8053131	8048779
3jbp	Z	Q8IHS5	8053137	8048777
4v8m	AV	Q384J9	8053142	8048844
1ee8	A	O50606	8056361	8056358
6az1	S	E9BJV7	8059193	8059192
6az1	Y	E9BAR6	8059211	8059210
2ff0	A	P33242	8068332	8068331
2env	A	Q03181	8068352	8068351
2orw	A	Q9WYN2	8089744	8089742
6spc	n	E2RXT8	8094046	8094045
7s1k	v	U9Y6H3	8106368	8106367
7qh4	r	F5HRV2	8106916	8106915
2kzb	A	P35193	8103680	8047866
3w5n	A	Q82PP4	8051889	8051888
3ujz	A	O82882	8053721	8053720
2fip	A	P03682	8103605	8047248
2jub	A	P03718	8103642	8046788
1vk5	A	Q9LUJ3	8041365	8028986
4q9v	A	Q5GJ75	8105545	8047310
5z1n	A	Q55BQ2	8105548	8105547
4ann	A	Q2G185	8004496	8004495
1fvr	B	Q02763	8032427	8020047
1ia8	A	O14757	8033807	8021427
1omw	A	P21146	8034093	8021713
1p4o	A	P08069	8034606	8022226
1mqb	B	P29317	8036479	8024100
1byg	A	P41240	8036669	8024290
1nd4	A	P00552	8036773	8024394
1jpa	A	P54763	8037181	8024802
3blh	A	P50750	8039362	8026983
1s9i	A	P36507	8042318	8029939
1h1w	A	O15530	8044505	8032127
2x0q	A	Q7W557	8047995	8045523
3pfq	A	P68403	8057943	8018910
4d28	B	Q9LDI3	8062354	8062353
5ufu	A	Q5EG47	8062370	8062369
3d5v	A	Q6DRK7	8062408	8062407
6bg2	B	Q13976	8062412	8062411
6fdy	U	Q6PHR2	8062426	8062425
3dls	A	Q96RG2	8062440	8062439
2wtk	C	Q15831	8062442	8062441
3hdm	A	O00141	8062444	8062443
1zws	A	Q9UIK4	8062458	8062457
5dh3	B	Q13188	8062561	8062560
5j5t	A	Q8IVH8	8062581	8062580
4agu	B	Q00532	8062799	8062798
3dak	C	O95747	8067261	8067260
5eak	A	Q7KZI7	8069153	8069152
3oht	A	A9UJZ9	8069155	8069154
4xli	A	Q4JIM5	8069173	8069172
3zfy	B	P54753	8069211	8069210
4v05	A	D3DSX2	8069219	8069218
3bbw	A	Q15303	8069223	8069222
3pp0	A	P04626	8069241	8069240
4yff	C	Q59H18	8069269	8069268
2eva	A	O43318	8073749	8073748
5o21	A	Q9BYP7	8077659	8077658
7aqb	A	Q16659	8079147	8079146
4qtb	B	P27361	8079587	8079586
3uib	A	Q4QHJ8	8079605	8079604
3rp9	A	B6KP12	8079607	8079606
1bmg	A	P01888	8054563	8054562
1kjv	B	P07151	8054565	8054564
3bzf	A	P13747	8054605	8054604
1c16	A	Q31615	8054645	8054644
1iea	A	P01904	8054675	8054674
1muj	A	P14434	8054687	8054686
1hdm	B	P28068	8054691	8054690
1dr9	A	P33681	8054749	8054748
1cvs	C	P11362	8054783	8054782
1bih	A	P25033	8054791	8054790
2fdb	P	P21802	8055564	8055563
2ifg	A	P04629	8055582	8055581
1uct	A	P24071	8055596	8055595
1b6u	A	P43628	8055602	8055601
1oll	A	O76036	8055615	8055616
4r0l	C	Q9N0N8	8074070	8074069
4c4k	O	Q5VST9	8077373	8077372
2lqr	A	Q9ET54	8077385	8077384
2i24	N	Q8AXH5	8086010	8086009
1hzh	L	1HZH_L	8091529	8091528
1mfb	L	1MFB_L	8091551	8091550
6l7z	A	O70355	8098216	8098215
7dc6	B	A0A7N5K2L4	8103320	8103319
5wlg	D	A0A075B616	8106004	8106003
6lfa	A	P9WMU1	8103716	8103715
1d1r	A	P08245	8035732	8023352
1t0g	A	Q9SK39	8041656	8029277
3ner	B	O43169	8068621	8068620
3lf5	A	Q7L1T6	8068627	8068626
1x3x	A	Q17091	8068629	8068628
1pk5	A	P45448	8034734	8022354
1fm9	A	P19793	8038695	8026316
1a3q	A	Q00653	8054871	8054870
1nfi	A	Q04206	8054879	8054878
1cgt	A	P30920	8054909	8054908
1pam	A	P05618	8054913	8054912
2bem	A	O83009	8054953	8054952
2bvy	A	Q9XCV5	8054955	8054954
1kmt	A	P52565	8055013	8055012
1ksh	B	O43924	8055021	8055020
1v05	A	Q14315	8055041	8055040
2lr4	A	O31994	8056960	8045128
5lw4	A	Q62YN7	8067734	8067733
4oy7	A	Q9RJY2	8067750	8067749
4bz1	A	Q7TGC7	8073050	8073049
4ak1	A	Q89YS0	8090308	8045348
3wno	A	P94286	8090478	8090477
3p02	A	A7LR42	8090510	8045396
4dqa	A	A7M0D0	8090522	8050955
4ypj	B	E5RWQ2	8090594	8090593
4cuc	A	A0A0H2UP19	8090616	8090615
6b6l	A	E2N721	8090638	8090637
4ffz	X	Q88640	8100076	8100075
3hlk	A	P49753	8101815	8046445
6h3j	C	A5FJ36	8102269	8060068
4g5a	B	Q8A6L2	8103607	8046711
6ndq	A	A0A8D3WFW9	8106884	8106883
1dgn	A	P57730	8037991	8025612
1d2z	B	P22812	8037996	8025617
2ib1	A	Q8CJ26	8073232	8073231
5fna	A	P29466	8082302	8082301
2mpc	A	O15553	8089248	8089247
6bzh	C	Q6Q899	8092822	8068364
6bzh	C	Q6Q899	8092823	8092821
4d8o	A	Q01484	8102952	8102951
1u3h	A	Q5R1B3	8054427	8054426
1tvd	A	A0JD37	8054461	8054460
1eaj	A	P78310	8054475	8054474
1qfo	A	Q62230	8054477	8054476
1u9k	A	Q9JKE2	8054485	8054484
1akj	D	P01732	8054487	8054486
1ncn	A	P42081	8054505	8054504
1rhf	A	Q06418	8054513	8054512
6g7n	A	Q10Z45	8059575	8059574
3k6u	A	Q8TTZ5	8064110	8064109
5l9o	A	Q7D447	8071132	8071131
4oen	B	A0A0H2UQ91	8071142	8071141
3zs6	A	Q63ID0	8072685	8072684
2fnc	A	Q9S5Y1	8076123	8076122
2gh9	A	Q72I44	8076129	8076128
5ci5	B	A8F7X5	8076141	8076140
6qf7	C	A0A376KDN7	8094273	8094272
6jf1	A	A0A0H2UN92	8096196	8096195
6ofq	A	A0A1U9ISL1	8096562	8096561
6dtr	A	G4XU73	8097854	8097853
4q5t	A	I6L927	8097958	8097957
3qxm	B	Q13002	8099156	8099155
6npo	A	Q81YA8	8100046	8100045
5hm4	B	Q9X0V3	8100718	8100717
7l4s	A	Q8EHA1	8106591	8106590
2ka4	B	P52630	8104091	8047321
2bgc	A	P22262	8017652	8002769
4ku7	A	Q13976	8088270	8088269
5e16	A	Q8I719	8088278	8088277
6syg	A	O08962	8098098	8098097
2vrw	B	P27870	8057890	8018853
3uej	A	P28867	8057904	8018862
1tbo	A	P63319	8057942	8018906
2enn	A	Q04759	8057951	8018925
1kqf	A	P24183	8040570	8028191
2fug	3	Q56223	8041346	8028967
2nya	F	P33937	8098634	8098633
7bke	D	Q2FRK1	8105473	8105472
2vke	A	P0ACT4	8056374	8002479
1jt6	B	P0A0N4	8056375	8002544
2fq4	A	Q81BJ4	8056409	8056407
2gen	A	Q9I2Q9	8056434	8056432
1t56	A	P9WMC1	8056467	8056465
4w97	A	P9WMB9	8086618	8080811
5k7f	B	Q1D4I5	8088257	8059586
3pas	A	A1U0I5	8090088	8045312
3f1b	A	Q0S658	8090097	8059590
3qkx	B	P44923	8090103	8087033
3c2b	B	A9CID8	8090127	8088259
3vib	C	P39897	8090168	8050804
3him	B	Q0SD48	8090186	8080814
2eh3	A	O67157	8090193	8087295
3g56	B	Q9EVJ6	8090201	8088736
3g74	A	A5Z9E1	8104097	8047295
2o14	A	P42304	8034964	8022584
1uxz	A	O07653	8035284	8022904
2qqm	A	O14786	8036296	8023917
1o59	A	P25335	8037227	8024848
1lv2	A	Q14541	8043118	8030739
1xdk	B	P22605	8043836	8031458
4n1y	C	K1QUU5	8071616	8071615
1zdt	A	Q13285	8071634	8071633
4xaj	B	Q9Y466	8076829	8076828
6phe	F	A0A077EEZ5	8095169	8095168
1eyr	A	P0A0Z8	8032416	8020036
1g97	A	Q97R46	8032706	8020326
1vic	A	P44490	8035886	8023506
1qwj	A	Q99KK2	8040040	8027661
1v82	A	Q9P2W7	8041199	8028820
2icy	B	Q9M9P3	8042693	8030314
2d0j	A	Q9NPZ5	8068194	8068193
2y6p	A	O66914	8072321	8072320
4ueg	A	O15488	8077338	8077337
4ys8	A	Q2SWT6	8083027	8083026
3okr	A	P9WKG9	8083037	8083036
3cgx	A	Q30Y26	8091392	8045672
3jsz	A	Q5WWY0	8093139	8046246
2qh5	B	O24884	8098130	8098129
2y4m	B	D0MI02	8101393	8101392
6xhq	A	Q2G1C0	8102901	8102900
2dof	A	O14776	8033785	8021405
2k85	A	Q9NRY4	8091408	8045691
3rr6	A	B1MDQ6	8052521	8052520
6j5y	A	Q9I111	8100528	8100527
2k2n	A	Q2JIZ5	8034758	8022378
3e98	A	Q51565	8092027	8045761
1xwm	A	1XWM_A	8044191	8031813
1p3d	A	P45066	8058590	8058589
1z3q	A	O22322	8071096	8071095
1ixc	A	Q9WXC7	8017746	8002827
1ve4	A	P62381	8032368	8019988
1ce2	A	O77698	8033398	8021018
1ce2	A	O77698	8033400	8021020
1b1x	A	O77811	8033403	8021023
1y20	A	P35439	8034027	8021647
1jnf	A	P19134	8034516	8022136
1o63	A	Q9X0D2	8037269	8024890
2czl	A	Q5SI12	8039426	8027047
6cji	A	P46598	8070946	8070945
2jki	B	Q7XJ80	8070948	8070947
4x9l	A	Q07078	8070950	8070949
4xka	A	P54651	8070964	8070963
4b6c	A	P0C559	8078317	8078316
1egv	G	Q59472	8036835	8024456
1j1i	A	Q84II3	8032258	8019878
1ggv	A	P0A114	8032531	8020151
1tht	A	P05521	8032556	8020176
1tia	A	P61870	8032576	8020196
1thg	A	P22394	8032597	8020217
1hpl	A	P29183	8032630	8020250
1wpx	A	P00729	8033222	8020842
1k8q	A	P80035	8040101	8027722
1r88	A	P9WQN7	8040430	8028051
1ufo	A	P83821	8041778	8029399
1r3d	A	Q9KQM4	8042178	8029799
3dd5	C	P11373	8058600	8058599
5x88	A	A0A1S6YJF3	8058604	8058603
3fob	B	A0A6L8NUA5	8064150	8064149
5hc0	A	H6BDX1	8066749	8066748
5v5v	A	Q62888	8071850	8071849
4rgy	A	B8Y562	8084050	8084049
2cb9	A	Q45563	8084567	8084566
6gi0	A	Q9I0F2	8086486	8086485
4i19	A	Q84HB8	8089268	8089267
5ikk	A	P56523	8090953	8045556
7cy9	A	A0A060N399	8096052	8096051
5xm6	B	A0A0R5NGA4	8096298	8096297
6ksm	B	A0A0U1MWF9	8096308	8096307
6k1t	A	C6YW90	8097446	8097445
6pux	A	P9WJY9	8099050	8099049
3ngm	B	Q6WER3	8099854	8099853
3k2i	A	Q8N9L9	8101820	8101819
7e0n	A	A0A160MIM0	8106782	8106781
1z6r	A	P50456	8017630	8003344
2e1z	A	O06961	8033848	8021468
1jcf	A	Q9WZ57	8034332	8021949
2i7n	B	Q8TE04	8034414	8022033
1zxo	A	Q8A1P1	8036371	8023989
2bh1	A	P45782	8038058	8025679
2zgy	A	P11904	8038423	8026044
2zgy	A	P11904	8038424	8026044
1t6c	A	O67040	8040025	8027646
1woq	A	Q7WT42	8041784	8029405
2okx	A	Q93RE7	8051901	8047398
2vtf	A	Q9ZB22	8051923	8051922
2vzp	B	Q56F26	8061829	8061828
5dq0	A	O60462	8069035	8069034
2pqs	A	Q95114	8069037	8069036
2wuh	A	Q16832	8069043	8069042
5ofz	A	Q7N561	8084373	8084372
2bgp	A	Q840C0	8090481	8046449
3zm8	A	E2GHW2	8090483	8046452
5dmy	A	D4QAP3	8090601	8045423
6b6l	A	E2N721	8090630	8058692
6dj4	A	Q03746	8099092	8099091
2v72	A	Q8XMY5	8100292	8100291
4v06	B	Q8IWU9	8069023	8069022
1fi4	A	P32377	8033077	8020697
1ei1	A	P0AES6	8034440	8022060
1p42	A	O67648	8034593	8022213
2je6	A	Q9UXC0	8034673	8022293
2nn6	D	Q9NQT4	8034785	8022405
2r42	A	P17256	8036575	8024196
2f1d	A	P34047	8040422	8028043
2f1d	A	P34047	8040425	8028046
5myj	AI	A2RP61	8082665	8082664
4uer	I	A0A0J9X211	8082689	8082688
6lkq	H	D8A919	8095229	8095228
6okk	M	A0A0L7M7C8	8096272	8096271
6o8y	i	A0A1B4XSA2	8096496	8096495
6ztj	AI	C3SRY2	8097396	8097395
6ytf	j	D0CG36	8097538	8097537
7jil	n	A0A1M6R974	8101968	8101967
7nwi	QQ	Q5CZY9	8103993	8103992
2fiu	A	A9CKF1	8040975	8028596
2hiq	A	P0ACX3	8042348	8029969
2ap6	A	A9CGA4	8043175	8030796
5loq	C	Q8Y5F1	8085954	8085953
5gt2	A	P76536	8087119	8087118
4au9	A	I2DBY1	8087590	8087589
6fsk	A	A0A067N4E7	8087592	8087591
1b3q	A	Q56310	8033664	8021284
1h7s	A	P54278	8036343	8023964
1pvg	A	P06786	8039165	8026786
1qlp	A	P01009	8037305	8024926
1jmo	A	P05546	8042650	8030271
4ga7	A	P30740	8070143	8070142
3nda	A	Q06B74	8070151	8070150
2r9y	A	Q61247	8070167	8070166
3lw2	A	P22777	8070191	8070190
5ncs	A	G8UQY8	8070195	8070194
3le2	A	Q9S7T8	8070199	8070198
7ahp	A	A0A0K8RCY5	8102585	8102584
4ng4	A	Q83AU6	8069317	8069316
1g83	A	P06241	8032665	8020285
1fu6	A	Q63787	8035668	8023288
3bux	B	P22681	8039553	8027174
2eyv	A	P46108	8040337	8027958
2oq1	A	P43403	8043589	8031211
1i3z	A	O35324	8044543	8032165
4eih	A	P42684	8064738	8064737
3eaz	A	P41240	8064742	8064741
2dm0	A	P42681	8064758	8064757
2mqs	A	P50281	8073685	8073684
1mm5	A	P37001	8043678	8031300
5g3a	A	P0A432	8098338	8098337
2zjr	Q	Q9RXK0	8038577	8026198
3j9w	BW	P42924	8077095	8077094
5v93	T	A0A045J9M3	8077103	8077102
3jag	N	G1T0C1	8082477	8082476
6wd0	t	D6I208	8093512	8093511
5lyb	N5	P04456	8095962	8045178
6wu9	U	Q839G2	8103472	8103471
4v47	AR	P0ADZ1	8105778	8105777
6az3	M	A0A3Q8IIZ6	8107092	8107091
7o0x	BE	A0A143BHS8	8106780	8106779
1rh7	A	Q99P86	8038871	8026492
6b5f	A	A1JTP8	8084415	8084414
6j9b	D	Q9LW31	8095733	8095732
1i0a	A	Q7SIE0	8033486	8021106
1jsw	A	P0AC38	8038819	8026440
1re5	A	Q88N37	8038843	8026464
3e04	A	P07954	8072359	8072358
4adm	C	P9WN93	8072365	8072364
1zpd	A	P06672	8044249	8031871
1djl	A	Q13423	8044253	8031875
2bru	C	P0AB67	8076768	8076767
1kj1	A	Q38789	8038273	8025894
1xd5	A	Q9AXZ2	8043833	8031455
1bwu	D	Q38784	8079829	8079828
1f35	A	Q64288	8032913	8020533
1jff	B	Q6B856	8034387	8022007
1tub	B	P02554	8036011	8023631
1w5f	A	O08398	8043288	8030909
1x25	A	Q973T6	8033552	8021172
5hp7	A	Q94JQ4	8059839	8059838
5hwe	A	Q8RSQ2	8090341	8060230
5hwe	A	Q8RSQ2	8090342	8060230
3onj	A	Q04338	8067986	8067985
3x0f	B	P35762	8082402	8082401
5mtf	A	B7MDQ0	8073998	8073997
1qqr	B	P00779	8085573	8085572
3pla	C	D0KRE2	8063948	8063947
4v4b	BG	P17076	8063962	8063961
3j7r	SM	P46405	8094793	8094792
6p5k	Ac	G1TDL2	8094953	8094952
6swa	a	P62889	8098866	8098865
4v8m	Bg	Q38BI9	8099384	8099383
6th6	Bb	Q5JE35	8099622	8099621
7ls2	M3	P63323	8105822	8105821
7olc	Lc	G0SEI0	8106196	8106195
1m9o	A	P22893	8032783	8020403
2cqe	A	Q9UPT8	8039206	8026827
1rgo	A	P47974	8040610	8028231
1rgo	A	P47974	8040613	8028234
3zj2	A	P32505	8051786	8050279
3tp2	A	Q12046	8051791	8044935
6pmg	X	Q9XUB2	8095161	8095160
1yf2	A	Q57594	8034336	8021956
1u7l	A	P31412	8042806	8030427
6xbw	G	P21282	8098568	8098567
2g9h	D	Q52T95	8032897	8020517
1esf	A	P0A0L2	8034560	8022180
1fnu	A	P0DJY8	8034585	8022205
1uns	A	P34071	8041932	8029553
1yn3	A	Q99QS1	8051838	8044656
1yn5	A	A0A0H3JUK5	8051839	8044655
1jr8	A	Q12284	8037271	8024892
1ru4	A	P0C1A7	8040925	8028546
1qcx	A	Q00205	8042975	8030596
1rmg	A	Q00001	8042978	8030599
1bhe	A	P26509	8042979	8030600
1o88	A	P11073	8044094	8031716
2iq7	A	A1E266	8067059	8067058
5olq	C	Q8A051	8076371	8076370
1xg2	A	P14280	8076377	8076376
2iou	G	Q3YE50	8077548	8077547
4c2l	A	Q9UUZ2	8079242	8079241
2ii7	C	Q8YSC3	8089476	8089475
1e42	A	P63010	8036006	8023626
3k7o	B	Q4CQE2	8080546	8080545
1vk6	A	P32664	8042153	8029774
1pug	A	P0A8B5	8034831	8022451
3f42	A	O24876	8075148	8075147
4ifw	A	O83774	8089546	8089545
6nxi	A	A5F5Y3	8097120	8097119
1jj2	1	P22452	8034428	8022048
3j7o	l	K7GP63	8098012	8098011
